	highly_variable	chrom	manual_annotation_peaks	leiden_v1_r1
17-49721975-49722330	True	17	unassigned	4
17-49823261-49823460	True	17	unassigned	18
17-49838057-49838256	True	17	unassigned	7
17-49845588-49846239	True	17	tail_bud_late	1
17-49883387-49883799	True	17	unassigned	28
17-49888576-49888908	True	17	unassigned	18
17-49904605-49905555	True	17	unassigned	16
17-49929298-49929728	True	17	optic_cup_early	0
17-50018825-50019132	True	17	unassigned	30
17-50025082-50025928	True	17	unassigned	9
17-50031255-50031949	True	17	muscle	9
17-50079795-50080075	True	17	unassigned	5
17-50107089-50107450	True	17	unassigned	16
17-50112791-50113468	True	17	notochord	12
17-50123260-50123468	True	17	unassigned	14
17-50171564-50172116	True	17	optic_cup_early	0
17-50209522-50209924	True	17	tail_bud_late	1
17-50314986-50315185	True	17	unassigned	15
17-50347067-50347627	True	17	tail_bud_late	11
17-50352981-50353415	True	17	unassigned	5
17-50356907-50357156	True	17	unassigned	2
17-50375963-50376364	True	17	optic_cup_early	0
17-50412581-50413242	True	17	tail_bud_late	1
17-50415247-50416673	True	17	tail_bud_late	1
17-50424489-50425242	True	17	optic_cup_early	0
17-50466840-50467521	True	17	tail_bud_late	1
17-50498804-50499862	True	17	lateral_plate	20
17-50499985-50500316	True	17	optic_cup_early	0
17-50504841-50505435	True	17	unassigned	20
17-50525945-50527426	True	17	unassigned	3
17-50547009-50547732	True	17	unassigned	2
17-50597633-50598123	True	17	optic_cup_early	0
17-50708943-50710305	True	17	PSM	9
17-50746803-50747513	True	17	lateral_plate	20
17-50856690-50857231	True	17	unassigned	14
17-50920833-50921329	True	17	optic_cup_early	0
17-50950999-50951487	True	17	optic_cup_early	0
17-50956028-50956889	True	17	unassigned	13
17-50961696-50962251	True	17	optic_cup_early	0
17-51004762-51005142	True	17	unassigned	21
17-51053408-51053661	True	17	tail_bud_late	1
17-51094288-51095414	True	17	unassigned	22
17-51135404-51135918	True	17	unassigned	10
17-51144415-51144681	True	17	unassigned	6
17-51213017-51213284	True	17	tail_bud_late	1
17-51264245-51264571	True	17	unassigned	2
17-51300624-51301457	True	17	unassigned	16
17-51325441-51325850	True	17	unassigned	4
17-51366154-51366369	True	17	unassigned	29
17-51415474-51416362	True	17	tail_bud_late	1
17-51416372-51416869	True	17	tail_bud_late	1
17-51423437-51423926	True	17	unassigned	17
17-51434239-51434793	True	17	optic_cup_early	0
17-51447120-51447970	True	17	hatching_gland	6
17-51480492-51480716	True	17	unassigned	2
17-51498166-51498550	True	17	unassigned	16
17-51508400-51508967	True	17	unassigned	7
17-51527388-51527587	True	17	unassigned	13
17-51540455-51540819	True	17	unassigned	5
17-51568324-51570164	True	17	optic_cup_early	0
17-51587087-51587557	True	17	unassigned	4
17-51597648-51597901	True	17	unassigned	6
17-51626021-51626426	True	17	unassigned	4
17-51642325-51642653	True	17	unassigned	5
17-51676374-51676645	True	17	unassigned	13
17-51685876-51687037	True	17	tail_bud_late	1
17-51729208-51729735	True	17	optic_cup_early	0
17-51731619-51732079	True	17	hatching_gland	6
17-51803259-51804185	True	17	unassigned	7
17-51865416-51866375	True	17	optic_cup_early	0
17-51871346-51872019	True	17	endo_pancreas	6
17-51895013-51895848	True	17	optic_cup_early	0
17-51904791-51904990	True	17	unassigned	6
17-51915997-51916334	True	17	unassigned	4
17-52011297-52012046	True	17	unassigned	10
17-52072161-52072405	True	17	unassigned	9
17-52198211-52198785	True	17	unassigned	9
17-52216495-52217399	True	17	optic_cup_early	0
17-52240155-52240710	True	17	tail_bud_late	1
17-52283344-52284008	True	17	tail_bud_late	1
17-52291197-52292028	True	17	unassigned	19
17-52341760-52341959	True	17	unassigned	27
17-52346500-52347177	True	17	tail_bud_late	1
17-52350735-52351248	True	17	optic_cup_early	0
17-52351653-52352107	True	17	optic_cup_early	0
17-52369406-52370068	True	17	optic_cup_early	0
17-52373045-52373244	True	17	unassigned	21
17-52401978-52402857	True	17	tail_bud_late	1
17-52418351-52419574	True	17	optic_cup_early	20
17-52424169-52424375	True	17	unassigned	21
17-52480997-52481835	True	17	unassigned	15
17-52490451-52491781	True	17	midbrain_hindbrain_boundary	3
17-52505647-52506861	True	17	floor_plate	3
17-52555484-52556425	True	17	optic_cup_early	0
17-52569541-52570449	True	17	tail_bud_late	1
17-52621620-52622749	True	17	tail_bud_late	1
17-52682227-52682823	True	17	unassigned	7
17-52690100-52690546	True	17	unassigned	3
17-52690786-52692133	True	17	unassigned	3
17-52702235-52703120	True	17	tail_bud_late	1
17-52759108-52760483	True	17	unassigned	22
17-52782501-52782949	True	17	unassigned	18
17-52903657-52906228	True	17	unassigned	3
17-52922392-52923185	True	17	unassigned	3
17-52950223-52950589	True	17	unassigned	20
17-52953693-52955159	True	17	unassigned	3
17-52968190-52968643	True	17	unassigned	22
17-52985709-52986744	True	17	optic_cup_early	0
17-53033714-53034822	True	17	diff_neurons	3
17-53040897-53042200	True	17	fast_muscle	9
17-53057237-53058733	True	17	heart_myocardium	20
17-53102903-53103185	True	17	optic_cup_early	0
17-53133219-53134092	True	17	unassigned	9
17-53135929-53136486	True	17	optic_cup_early	0
17-53164020-53165049	True	17	enteric_neurons	6
17-53175359-53175888	True	17	NMPs	12
17-53286009-53286748	True	17	tail_bud_late	1
17-53320741-53322645	True	17	floor_plate	3
17-53323146-53323604	True	17	midbrain_hindbrain_boundary	3
17-53395610-53396061	True	17	tail_bud_late	1
17-53405498-53405697	True	17	unassigned	26
17-53420827-53421131	True	17	optic_cup_early	0
17-53449696-53449959	True	17	unassigned	10
18-9-742	True	18	muscle	9
18-44987-46755	True	18	floor_plate	3
18-56106-57475	True	18	floor_plate	3
18-79744-80033	True	18	tail_bud_late	1
18-118316-118903	True	18	unassigned	15
18-149646-149906	True	18	tail_bud_late	1
18-162726-163667	True	18	unassigned	8
18-169987-170256	True	18	diff_neurons	23
18-170460-170817	True	18	optic_cup_early	23
18-183472-184960	True	18	tail_bud_late	1
18-192447-193613	True	18	tail_bud_late	1
18-193670-194252	True	18	tail_bud_late	1
18-210922-211358	True	18	unassigned	7
18-234800-235004	True	18	unassigned	17
18-245979-246378	True	18	unassigned	5
18-250360-250950	True	18	tail_bud_late	11
18-343126-343911	True	18	tail_bud_late	1
18-344009-344555	True	18	tail_bud_late	1
18-348489-349444	True	18	tail_bud_late	3
18-379921-380333	True	18	fast_muscle	9
18-409522-410077	True	18	unassigned	9
18-430075-430765	True	18	tail_bud_late	1
18-449695-450735	True	18	hindbrain	3
18-479170-480146	True	18	tail_bud_late	1
18-532849-534243	True	18	optic_cup_early	0
18-571283-572052	True	18	tail_bud_late	1
18-617142-618108	True	18	floor_plate	3
18-640737-641023	True	18	unassigned	14
18-649052-649967	True	18	optic_cup_early	0
18-679734-679933	True	18	unassigned	19
18-680749-681091	True	18	unassigned	30
18-872849-873450	True	18	optic_cup_early	0
18-890620-891025	True	18	unassigned	19
18-901617-901822	True	18	unassigned	17
18-936526-937285	True	18	unassigned	2
18-1004084-1004283	True	18	unassigned	17
18-1013216-1013482	True	18	unassigned	13
18-1068950-1069453	True	18	unassigned	10
18-1107267-1107625	True	18	unassigned	17
18-1129141-1129919	True	18	unassigned	7
18-1138847-1139224	True	18	tail_bud_late	1
18-1146944-1147188	True	18	unassigned	5
18-1154637-1155176	True	18	unassigned	6
18-1190529-1191999	True	18	unassigned	6
18-1253280-1254147	True	18	unassigned	8
18-1300744-1301354	True	18	unassigned	2
18-1317020-1317428	True	18	unassigned	31
18-1323252-1323614	True	18	unassigned	7
18-1335454-1335970	True	18	unassigned	5
18-1386963-1387189	True	18	unassigned	25
18-1391497-1392504	True	18	optic_cup_early	0
18-1417797-1417996	True	18	unassigned	13
18-1424800-1425497	True	18	tail_bud_late	1
18-1425702-1426192	True	18	tail_bud_late	11
18-1460957-1462061	True	18	optic_cup_early	0
18-1502800-1503301	True	18	tail_bud_late	11
18-1506319-1507040	True	18	optic_cup_early	0
18-1514319-1514953	True	18	unassigned	14
18-1551424-1553550	True	18	unassigned	3
18-1556970-1557329	True	18	tail_bud_late	11
18-1566163-1566452	True	18	unassigned	15
18-1583818-1584467	True	18	unassigned	15
18-1664300-1664724	True	18	unassigned	2
18-1687610-1688086	True	18	tail_bud_late	1
18-1707300-1707713	True	18	unassigned	2
18-1719402-1720113	True	18	unassigned	7
18-1724149-1724556	True	18	unassigned	14
18-1734004-1734203	True	18	unassigned	19
18-1736465-1736935	True	18	unassigned	17
18-1760433-1761947	True	18	muscle	9
18-1854315-1854710	True	18	unassigned	25
18-1878291-1878914	True	18	unassigned	18
18-1881574-1882691	True	18	unassigned	7
18-1891287-1892680	True	18	tail_bud_late	1
18-1925406-1925684	True	18	unassigned	5
18-1925755-1926394	True	18	unassigned	5
18-1952470-1953447	True	18	epidermis	15
18-1962629-1963495	True	18	tail_bud_late	11
18-1996793-1998269	True	18	neural_crest	15
18-2045112-2045816	True	18	unassigned	19
18-2068842-2069156	True	18	unassigned	21
18-2093592-2094183	True	18	unassigned	29
18-2094551-2094949	True	18	unassigned	27
18-2107585-2108045	True	18	unassigned	25
18-2113741-2113940	True	18	unassigned	19
18-2134699-2135062	True	18	tail_bud_late	11
18-2342801-2343056	True	18	tail_bud_late	11
18-2343109-2344307	True	18	tail_bud_late	1
18-2437011-2437470	True	18	enteric_neurons	23
18-2462583-2462980	True	18	unassigned	16
18-2466984-2467694	True	18	unassigned	20
18-2530112-2530931	True	18	unassigned	20
18-2577776-2578168	True	18	unassigned	4
18-2580532-2580991	True	18	unassigned	5
18-2669475-2669900	True	18	tail_bud_late	1
18-2699165-2699598	True	18	unassigned	13
18-2718926-2719153	True	18	unassigned	28
18-2724443-2724760	True	18	unassigned	30
18-2726828-2727039	True	18	unassigned	2
18-2727846-2728731	True	18	tail_bud_late	1
18-2926512-2926872	True	18	tail_bud_late	1
18-3049257-3049620	True	18	optic_cup_early	0
18-3116561-3116868	True	18	tail_bud_late	1
18-3121598-3122443	True	18	tail_bud_late	11
18-3129590-3130239	True	18	optic_cup_early	0
18-3184774-3185539	True	18	tail_bud_late	1
18-3205741-3206062	True	18	optic_cup_early	0
18-3206364-3206844	True	18	optic_cup_early	23
18-3231455-3233322	True	18	hindbrain	3
18-3278674-3279690	True	18	endoderm	6
18-3297319-3297579	True	18	tail_bud_late	11
18-3314155-3314703	True	18	unassigned	17
18-3348069-3348295	True	18	unassigned	2
18-3404709-3405828	True	18	tail_bud_late	1
18-3457117-3457319	True	18	enteric_neurons	23
18-3483950-3484214	True	18	unassigned	7
18-3494386-3495231	True	18	optic_cup_early	0
18-3511450-3512335	True	18	unassigned	6
18-3558749-3559621	True	18	unassigned	18
18-3616135-3616453	True	18	unassigned	15
18-3634139-3634860	True	18	optic_cup_early	0
18-3701671-3702310	True	18	hemangioblasts	8
18-3713248-3714528	True	18	unassigned	17
18-3739299-3739735	True	18	optic_cup_early	0
18-3740557-3742415	True	18	optic_cup_early	0
18-3854654-3855173	True	18	tail_bud_late	1
18-3869625-3870195	True	18	unassigned	2
18-3883508-3884742	True	18	tail_bud_late	1
18-3896700-3897433	True	18	optic_cup_early	0
18-3897877-3898076	True	18	unassigned	17
18-3904025-3904520	True	18	unassigned	17
18-3906256-3906496	True	18	unassigned	7
18-3907646-3907858	True	18	unassigned	14
18-3926938-3927891	True	18	unassigned	2
18-3950377-3950789	True	18	unassigned	5
18-3958782-3958981	True	18	unassigned	17
18-3979013-3979408	True	18	unassigned	13
18-3982912-3983530	True	18	unassigned	19
18-4000931-4001481	True	18	unassigned	18
18-4003780-4004607	True	18	unassigned	2
18-4018159-4018522	True	18	enteric_neurons	23
18-4060397-4060665	True	18	unassigned	5
18-4084704-4085081	True	18	unassigned	24
18-4156244-4156808	True	18	unassigned	17
18-4179208-4180078	True	18	tail_bud_late	11
18-4189399-4190463	True	18	optic_cup_early	0
18-4210508-4211178	True	18	unassigned	15
18-4228473-4229259	True	18	tail_bud_late	11
18-4254038-4254491	True	18	unassigned	27
18-4285127-4285367	True	18	unassigned	19
18-4285824-4286214	True	18	tail_bud_late	11
18-4319635-4320540	True	18	optic_cup_early	22
18-4328930-4330108	True	18	muscle	9
18-4343419-4344602	True	18	tail_bud_late	1
18-4433382-4433587	True	18	tail_bud_late	11
18-4472769-4472976	True	18	unassigned	13
18-4514770-4515644	True	18	unassigned	17
18-4522254-4522476	True	18	unassigned	32
18-4550094-4552138	True	18	optic_cup_early	0
18-4611988-4612971	True	18	optic_cup_early	0
18-4614790-4615656	True	18	unassigned	2
18-4633885-4634469	True	18	unassigned	5
18-4718259-4718628	True	18	unassigned	22
18-4750634-4751211	True	18	unassigned	19
18-4773827-4774230	True	18	unassigned	7
18-4793184-4793432	True	18	unassigned	18
18-4839434-4840388	True	18	tail_bud_late	1
18-4840520-4840776	True	18	unassigned	13
18-4841861-4842060	True	18	unassigned	14
18-4854681-4855548	True	18	optic_cup_early	0
18-4856460-4857020	True	18	hatching_gland	6
18-4869766-4870134	True	18	unassigned	16
18-4883363-4883639	True	18	unassigned	4
18-4894302-4895161	True	18	muscle	9
18-4915591-4916304	True	18	unassigned	10
18-4921682-4922144	True	18	unassigned	29
18-4961287-4961701	True	18	unassigned	19
18-4972141-4972914	True	18	tail_bud_late	1
18-5055377-5056346	True	18	unassigned	33
18-5120326-5120989	True	18	unassigned	2
18-5145108-5145571	True	18	unassigned	5
18-5178245-5179267	True	18	optic_cup_early	0
18-5183975-5184199	True	18	optic_cup_early	0
18-5199377-5200018	True	18	unassigned	31
18-5212625-5212879	True	18	unassigned	17
18-5240913-5241789	True	18	optic_cup_early	0
18-5283417-5285653	True	18	optic_cup_early	0
18-5337206-5338262	True	18	tail_bud_late	1
18-5349283-5350093	True	18	tail_bud_late	1
18-5377885-5378412	True	18	optic_cup_early	0
18-5378858-5379073	True	18	unassigned	8
18-5416076-5417479	True	18	optic_cup_early	0
18-5447066-5447548	True	18	tail_bud_late	7
18-5503304-5503653	True	18	unassigned	4
18-5503990-5504568	True	18	optic_cup_early	0
18-5544282-5544593	True	18	optic_cup_early	0
18-5567813-5568205	True	18	optic_cup_early	0
18-5571313-5572030	True	18	tail_bud_late	1
18-5575558-5575913	True	18	unassigned	13
18-5639325-5640195	True	18	tail_bud_late	1
18-5653548-5654838	True	18	floor_plate	3
18-5661098-5661747	True	18	floor_plate	22
18-5668689-5669583	True	18	hindbrain	3
18-5706531-5706730	True	18	unassigned	14
18-5753383-5754503	True	18	optic_cup_early	0
18-5756320-5756696	True	18	unassigned	2
18-5790054-5790313	True	18	unassigned	10
18-5795486-5796550	True	18	notochord	12
18-5803797-5804065	True	18	unassigned	2
18-5819464-5819804	True	18	unassigned	28
18-5894491-5895050	True	18	hindbrain	3
18-5930967-5931830	True	18	tail_bud_late	0
18-5934938-5935212	True	18	unassigned	28
18-5941706-5942136	True	18	optic_cup_early	0
18-5989062-5989873	True	18	unassigned	2
18-6039354-6041689	True	18	floor_plate	3
18-6042222-6042725	True	18	unassigned	3
18-6063152-6064494	True	18	floor_plate	3
18-6093522-6095669	True	18	midbrain_hindbrain_boundary	3
18-6098971-6100213	True	18	unassigned	3
18-6101978-6102661	True	18	unassigned	2
18-6106060-6106353	True	18	unassigned	8
18-6111479-6112027	True	18	unassigned	33
18-6122231-6122738	True	18	tail_bud_late	1
18-6173978-6174339	True	18	unassigned	7
18-6178935-6179390	True	18	unassigned	10
18-6200033-6200847	True	18	unassigned	9
18-6234830-6235312	True	18	unassigned	31
18-6270423-6270812	True	18	unassigned	5
18-6290239-6290463	True	18	unassigned	16
18-6294904-6295483	True	18	tail_bud_late	1
18-6333201-6333646	True	18	unassigned	2
18-6339371-6339613	True	18	unassigned	5
18-6344091-6344364	True	18	unassigned	13
18-6357744-6358086	True	18	unassigned	7
18-6379769-6380090	True	18	unassigned	13
18-6444283-6444784	True	18	tail_bud_late	1
18-6461629-6462584	True	18	tail_bud_late	1
18-6475042-6475645	True	18	optic_cup_early	0
18-6503115-6503384	True	18	unassigned	25
18-6508562-6509113	True	18	unassigned	13
18-6519137-6519390	True	18	unassigned	26
18-6543058-6543501	True	18	unassigned	2
18-6566609-6567175	True	18	tail_bud_late	1
18-6573151-6573919	True	18	notochord	12
18-6589646-6590173	True	18	unassigned	6
18-6599524-6599725	True	18	unassigned	5
18-6601378-6601814	True	18	unassigned	4
18-6674282-6674607	True	18	unassigned	18
18-6743537-6744549	True	18	hatching_gland	6
18-6758253-6758699	True	18	lateral_plate	6
18-6768053-6768507	True	18	unassigned	17
18-6770730-6771063	True	18	unassigned	5
18-6786909-6787108	True	18	unassigned	21
18-6798548-6799089	True	18	hatching_gland	6
18-6802775-6803741	True	18	hatching_gland	6
18-6815369-6816031	True	18	optic_cup_early	0
18-6824236-6824566	True	18	unassigned	2
18-6824702-6825611	True	18	optic_cup_early	0
18-6860503-6860990	True	18	tail_bud_late	11
18-6891103-6893148	True	18	tail_bud_late	1
18-6904111-6904510	True	18	unassigned	4
18-6911192-6911636	True	18	unassigned	16
18-6924063-6924281	True	18	unassigned	16
18-6962349-6962744	True	18	unassigned	15
18-6964883-6965135	True	18	unassigned	4
18-6982971-6984184	True	18	optic_cup_early	0
18-7063256-7064229	True	18	tail_bud_late	1
18-7079224-7079554	True	18	unassigned	24
18-7079684-7079883	True	18	unassigned	14
18-7101193-7101950	True	18	unassigned	22
18-7165334-7166144	True	18	optic_cup_early	0
18-7193189-7193599	True	18	tail_bud_late	1
18-7221788-7222654	True	18	unassigned	4
18-7241365-7241911	True	18	unassigned	23
18-7243199-7243801	True	18	optic_cup_early	0
18-7252906-7253105	True	18	unassigned	14
18-7257746-7259180	True	18	tail_bud_late	1
18-7316712-7317167	True	18	unassigned	6
18-7362405-7363528	True	18	unassigned	7
18-7379427-7379697	True	18	unassigned	17
18-7471786-7472231	True	18	enteric_neurons	23
18-7477069-7478298	True	18	lateral_plate	20
18-7490348-7490723	True	18	unassigned	4
18-7507359-7507760	True	18	unassigned	7
18-7520741-7521986	True	18	tail_bud_late	1
18-7583054-7583401	True	18	unassigned	2
18-7633939-7634389	True	18	unassigned	17
18-7668657-7668909	True	18	unassigned	15
18-7673828-7675166	True	18	optic_cup_early	0
18-7698213-7698412	True	18	unassigned	17
18-7716108-7716492	True	18	unassigned	2
18-7726018-7726257	True	18	unassigned	21
18-7729469-7730054	True	18	tail_bud_late	1
18-7750537-7750772	True	18	unassigned	21
18-7766603-7767099	True	18	unassigned	16
18-7786448-7787063	True	18	unassigned	6
18-7809585-7811072	True	18	hindbrain	3
18-7816386-7816866	True	18	unassigned	4
18-7822499-7822698	True	18	unassigned	19
18-7825457-7826132	True	18	unassigned	6
18-7850361-7850691	True	18	unassigned	17
18-7875379-7875837	True	18	unassigned	2
18-7883833-7884424	True	18	unassigned	17
18-7894587-7894925	True	18	unassigned	2
18-7913773-7914070	True	18	unassigned	14
18-7926777-7927161	True	18	unassigned	13
18-7945210-7945661	True	18	unassigned	14
18-7956194-7956401	True	18	unassigned	4
18-7956675-7957071	True	18	optic_cup_early	0
18-7996909-7997284	True	18	unassigned	10
18-8017928-8018404	True	18	unassigned	30
18-8018836-8019047	True	18	unassigned	13
18-8019514-8019993	True	18	unassigned	16
18-8040131-8040994	True	18	unassigned	28
18-8042904-8043251	True	18	tail_bud_late	11
18-8048532-8049387	True	18	unassigned	10
18-8053686-8055275	True	18	optic_cup_early	0
18-8184137-8184371	True	18	unassigned	10
18-8192040-8192244	True	18	unassigned	26
18-8192866-8193344	True	18	hatching_gland	6
18-8273024-8273410	True	18	unassigned	23
18-8489779-8490426	True	18	hematopoietic_vasculature	8
18-8631956-8632602	True	18	unassigned	15
18-8733263-8733718	True	18	unassigned	2
18-8742602-8743588	True	18	optic_cup_early	23
18-8759548-8760162	True	18	unassigned	23
18-8777370-8777733	True	18	unassigned	4
18-8829773-8830406	True	18	unassigned	28
18-8888921-8889329	True	18	optic_cup_early	0
18-8909230-8909552	True	18	unassigned	2
18-8935215-8936056	True	18	unassigned	2
18-8974623-8975149	True	18	unassigned	7
18-8981304-8981972	True	18	optic_cup_early	0
18-8982268-8983850	True	18	tail_bud_late	1
18-8986410-8987175	True	18	unassigned	18
18-8992486-8993782	True	18	hindbrain	3
18-9011411-9011629	True	18	unassigned	14
18-9066247-9067206	True	18	optic_cup_early	0
18-9068684-9069064	True	18	unassigned	22
18-9097087-9097331	True	18	unassigned	14
18-9098826-9099405	True	18	unassigned	28
18-9145804-9146053	True	18	optic_cup_early	0
18-9165605-9166140	True	18	unassigned	16
18-9176164-9176677	True	18	unassigned	12
18-9205905-9206787	True	18	unassigned	12
18-9222889-9223429	True	18	muscle	9
18-9228798-9229247	True	18	tail_bud_late	1
18-9237648-9237847	True	18	tail_bud_late	11
18-9247558-9247890	True	18	tail_bud_late	1
18-9281301-9281669	True	18	unassigned	9
18-9284238-9284849	True	18	PSM	12
18-9296704-9297049	True	18	unassigned	33
18-9310598-9311443	True	18	muscle	9
18-9314075-9314482	True	18	muscle	9
18-9315701-9316365	True	18	hematopoietic_vasculature	8
18-9332384-9333273	True	18	unassigned	15
18-9370906-9371811	True	18	fast_muscle	9
18-9429609-9430347	True	18	muscle	9
18-9437424-9437694	True	18	tail_bud_late	1
18-9464421-9465216	True	18	lateral_plate	6
18-9468617-9469079	True	18	unassigned	20
18-9470863-9471552	True	18	unassigned	20
18-9502333-9503313	True	18	lateral_plate	20
18-9503319-9503767	True	18	unassigned	4
18-9518678-9519242	True	18	unassigned	16
18-9537075-9537521	True	18	heart_myocardium	20
18-9542441-9543267	True	18	optic_cup_early	0
18-9571316-9571667	True	18	unassigned	4
18-9628637-9629155	True	18	unassigned	18
18-9637794-9638394	True	18	unassigned	15
18-9664826-9665190	True	18	unassigned	2
18-9691468-9691870	True	18	unassigned	18
18-9695460-9696009	True	18	unassigned	15
18-9710879-9711145	True	18	unassigned	7
18-9745195-9745667	True	18	unassigned	15
18-9764173-9765105	True	18	unassigned	9
18-9769679-9769943	True	18	unassigned	25
18-9773614-9774899	True	18	tail_bud_late	1
18-9790479-9791000	True	18	enteric_neurons	23
18-9792529-9792995	True	18	enteric_neurons	23
18-9806529-9806981	True	18	unassigned	18
18-9807329-9807941	True	18	unassigned	10
18-9833849-9834049	True	18	unassigned	21
18-9835838-9836155	True	18	unassigned	13
18-9850169-9850454	True	18	unassigned	18
18-9883206-9883493	True	18	unassigned	4
18-9883939-9884336	True	18	unassigned	4
18-9893940-9894336	True	18	unassigned	13
18-9899385-9900538	True	18	PSM	12
18-9901383-9901878	True	18	tail_bud_late	1
18-9959336-9960128	True	18	lateral_plate	20
18-9987408-9988224	True	18	lateral_plate	20
18-9988652-9988875	True	18	unassigned	10
18-10032129-10032694	True	18	unassigned	12
18-10084422-10084687	True	18	unassigned	2
18-10147127-10148536	True	18	optic_cup_early	0
18-10156948-10157335	True	18	unassigned	15
18-10200659-10200969	True	18	unassigned	27
18-10206337-10206551	True	18	unassigned	2
18-10229296-10229664	True	18	unassigned	14
18-10238497-10238853	True	18	tail_bud_late	11
18-10243379-10243927	True	18	unassigned	4
18-10247039-10248241	True	18	NMPs	3
18-10251718-10251999	True	18	unassigned	25
18-10259975-10260503	True	18	tail_bud_late	1
18-10288468-10289132	True	18	tail_bud_late	1
18-10310491-10311443	True	18	optic_cup_early	22
18-10354245-10354772	True	18	optic_cup_early	0
18-10374942-10375643	True	18	hindbrain	3
18-10397882-10398510	True	18	unassigned	22
18-10458490-10458763	True	18	unassigned	2
18-10489930-10490270	True	18	tail_bud_late	11
18-10499282-10499492	True	18	unassigned	29
18-10503743-10504468	True	18	tail_bud_late	1
18-10576370-10577637	True	18	unassigned	3
18-10581563-10581964	True	18	unassigned	7
18-10585721-10586365	True	18	unassigned	14
18-10788363-10788849	True	18	tail_bud_late	1
18-10904515-10904942	True	18	unassigned	12
18-10907186-10908308	True	18	lateral_plate	20
18-10911285-10911984	True	18	tail_bud_late	1
18-10934999-10935355	True	18	unassigned	17
18-10959769-10960753	True	18	unassigned	28
18-10983436-10983635	True	18	unassigned	10
18-10983704-10984002	True	18	unassigned	10
18-10987230-10987436	True	18	unassigned	17
18-11005727-11006319	True	18	unassigned	10
18-11015765-11016500	True	18	tail_bud_late	1
18-11027363-11028998	True	18	tail_bud_late	1
18-11031198-11031614	True	18	unassigned	13
18-11047625-11047884	True	18	unassigned	25
18-11057108-11057392	True	18	tail_bud_late	11
18-11061473-11061869	True	18	optic_cup_early	0
18-11077379-11077925	True	18	unassigned	3
18-11081410-11082456	True	18	endoderm	6
18-11127818-11128071	True	18	unassigned	25
18-11133225-11134010	True	18	unassigned	25
18-11145630-11146532	True	18	optic_cup_early	15
18-11153187-11154301	True	18	tail_bud_late	1
18-11174345-11174852	True	18	unassigned	2
18-11210680-11211160	True	18	unassigned	2
18-11249305-11249565	True	18	unassigned	21
18-11255554-11256537	True	18	unassigned	2
18-11257219-11257765	True	18	unassigned	2
18-11259326-11259876	True	18	unassigned	7
18-11294314-11294563	True	18	unassigned	5
18-11321475-11322176	True	18	unassigned	7
18-11337961-11338632	True	18	unassigned	9
18-11354565-11355101	True	18	unassigned	5
18-11405731-11406571	True	18	unassigned	6
18-11413880-11414286	True	18	unassigned	2
18-11445314-11446357	True	18	unassigned	5
18-11454063-11454390	True	18	unassigned	13
18-11461149-11461348	True	18	unassigned	24
18-11469824-11470147	True	18	unassigned	2
18-11473809-11474148	True	18	tail_bud_late	11
18-11487253-11487496	True	18	unassigned	25
18-11505083-11505368	True	18	unassigned	4
18-11513072-11513287	True	18	unassigned	21
18-11513337-11513731	True	18	unassigned	9
18-11519039-11519497	True	18	unassigned	2
18-11519935-11520232	True	18	unassigned	14
18-11520320-11520519	True	18	unassigned	17
18-11520805-11521337	True	18	unassigned	18
18-11532283-11532841	True	18	unassigned	5
18-11545985-11546895	True	18	hatching_gland	6
18-11551704-11552095	True	18	unassigned	13
18-11558131-11558382	True	18	unassigned	19
18-11566882-11567579	True	18	unassigned	18
18-11567818-11568180	True	18	unassigned	5
18-11572486-11572887	True	18	unassigned	4
18-11579938-11580244	True	18	unassigned	6
18-11581480-11581822	True	18	unassigned	2
18-11610685-11611548	True	18	tail_bud_late	3
18-11616363-11616562	True	18	unassigned	4
18-11634829-11635327	True	18	unassigned	13
18-11642622-11643267	True	18	optic_cup_early	0
18-11688048-11688409	True	18	unassigned	31
18-11709190-11709441	True	18	tail_bud_late	1
18-11717634-11718404	True	18	tail_bud_late	1
18-11738127-11738645	True	18	tail_bud_late	1
18-11742664-11743711	True	18	tail_bud_late	1
18-11784389-11785447	True	18	floor_plate	3
18-11823415-11824225	True	18	optic_cup_early	0
18-11835600-11836434	True	18	unassigned	0
18-11843514-11844048	True	18	hatching_gland	6
18-11880817-11881530	True	18	optic_cup_early	0
18-11912590-11912885	True	18	unassigned	6
18-11961096-11961746	True	18	unassigned	17
18-11977400-11978457	True	18	unassigned	9
18-12015708-12016126	True	18	tail_bud_late	3
18-12035148-12035553	True	18	unassigned	2
18-12067783-12068974	True	18	diff_neurons	3
18-12102377-12102646	True	18	unassigned	4
18-12147237-12148578	True	18	floor_plate	3
18-12151272-12151712	True	18	tail_bud_late	1
18-12263385-12263587	True	18	unassigned	13
18-12306842-12307241	True	18	tail_bud_late	1
18-12411154-12412123	True	18	tail_bud_late	1
18-12416066-12417412	True	18	heart_myocardium	20
18-12478066-12478463	True	18	neural	27
18-12523969-12524392	True	18	tail_bud_late	1
18-12745905-12747065	True	18	unassigned	7
18-12778331-12778795	True	18	tail_bud_late	1
18-12780071-12780672	True	18	optic_cup_early	0
18-12784537-12785006	True	18	unassigned	4
18-12823805-12824050	True	18	unassigned	2
18-12826044-12826564	True	18	unassigned	10
18-12836382-12836634	True	18	unassigned	10
18-12894715-12895856	True	18	unassigned	9
18-12899389-12899961	True	18	unassigned	7
