loc	cluster
chr23:40918902-40919777	9
chr23:40982400-40983345	10
chr23:41247737-41248073	1
chr23:41273277-41273629	2
chr23:41276428-41276934	34
chr23:41280206-41280613	4
chr23:41281949-41282352	5
chr23:41294094-41294392	5
chr23:41347470-41347669	24
chr23:41363657-41364929	17
chr23:41433385-41434111	17
chr23:41478642-41479386	28
chr23:41479467-41480556	0
chr23:41483767-41483966	10
chr23:41501594-41502840	0
chr23:41504602-41505226	7
chr23:41526997-41527208	0
chr23:41529653-41530330	2
chr23:41597958-41599979	1
chr23:41630504-41630813	2
chr23:41636391-41636674	12
chr23:41645661-41646256	7
chr23:41706517-41707236	19
chr23:41708344-41708710	0
chr23:41729674-41729906	1
chr23:41757684-41758207	7
chr23:41797884-41798442	1
chr23:41864851-41865251	22
chr23:41868320-41868720	34
chr23:41904954-41906339	1
chr23:41940031-41940430	10
chr23:41988270-41989146	2
chr23:42011590-42012067	14
chr23:42013158-42013873	33
chr23:42026871-42027428	32
chr23:42033371-42033627	22
chr23:42045935-42046141	15
chr23:42068901-42069216	30
chr23:42075511-42076327	0
chr23:42100465-42100861	5
chr23:42103444-42103713	31
chr23:42112055-42112337	5
chr23:42142171-42142855	4
chr23:42144582-42144781	12
chr23:42147858-42148441	2
chr23:42155991-42156538	0
chr23:42186081-42186852	22
chr23:42201551-42201962	2
chr23:42219416-42219896	4
chr23:42220864-42221116	4
chr23:42225996-42226336	37
chr23:42227655-42228467	1
chr23:42271358-42271742	33
chr23:42288415-42288858	2
chr23:42352874-42353671	0
chr23:42357118-42357331	13
chr23:42367132-42367454	5
chr23:42393316-42394038	14
chr23:42403034-42403990	0
chr23:42406195-42406500	5
chr23:42461432-42462693	1
chr23:42492028-42493201	1
chr23:42519265-42519634	14
chr23:42533159-42533613	5
chr23:42610195-42610394	12
chr23:42626333-42626945	1
chr23:42630967-42631352	0
chr23:42674624-42674891	18
chr23:42686145-42687052	5
chr23:42720856-42721163	2
chr23:42731366-42731706	27
chr23:42783873-42784348	18
chr23:42795668-42795899	12
chr23:42834619-42835876	1
chr23:42961235-42962146	19
chr23:42970340-42970554	18
chr23:42981348-42981550	5
chr23:43003887-43004866	0
chr23:43027189-43027388	5
chr23:43051774-43052010	14
chr23:43104608-43105136	4
chr23:43106183-43108179	1
chr23:43109040-43109266	13
chr23:43126995-43127286	13
chr23:43143919-43144210	23
chr23:43148684-43149125	2
chr23:43164483-43164682	2
chr23:43183088-43183701	11
chr23:43191412-43191659	16
chr23:43206251-43206667	4
chr23:43245492-43246455	1
chr23:43255802-43256188	13
chr23:43257514-43257713	8
chr23:43268375-43268872	2
chr23:43320192-43320644	0
chr23:43414655-43415176	16
chr23:43453517-43454058	1
chr23:43519271-43519670	0
chr23:43555004-43555211	16
chr23:43567000-43568174	0
chr23:43573745-43574420	1
chr23:43600121-43600368	4
chr23:43605257-43605914	12
chr23:43606331-43606530	13
chr23:43612412-43614862	3
chr23:43674842-43675533	1
chr23:43675856-43676176	29
chr23:43719597-43720363	19
chr23:43730117-43731281	0
chr23:43816829-43817092	12
chr23:43848784-43849644	1
chr23:43856133-43857314	0
chr23:43906722-43907088	0
chr23:43965937-43966193	15
chr23:43968746-43969896	1
chr23:43984928-43985167	24
chr23:44005735-44006260	1
chr23:44041971-44042620	33
chr23:44062689-44063713	0
chr23:44123558-44124743	1
chr23:44154677-44155097	5
chr23:44186938-44187596	9
chr23:44193126-44193710	0
chr23:44327812-44328148	1
chr23:44328385-44328686	0
chr23:44341692-44342530	3
chr23:44367509-44368430	1
chr23:44378233-44379278	3
chr23:44393107-44393855	14
chr23:44410728-44412079	3
chr23:44414333-44415556	17
chr23:44419329-44420073	17
chr23:44425085-44426399	17
chr23:44472424-44472779	2
chr23:44487359-44487967	0
chr23:44587174-44587684	0
chr23:44633364-44634496	3
chr23:44639925-44640310	0
chr23:44804990-44806046	0
chr23:44806215-44806521	0
chr23:44820013-44820212	0
chr23:44827459-44827904	0
chr23:44882403-44884952	17
chr23:44965447-44967016	9
chr23:44977341-44977920	7
chr23:44993478-44993707	19
chr23:45006969-45007192	24
chr23:45019078-45019380	1
chr23:45057494-45058186	2
chr23:45066840-45067671	0
chr23:45075238-45075757	2
chr23:45086245-45086453	10
chr23:45103271-45103903	14
chr23:45136536-45136850	15
chr23:45163796-45164018	23
chr23:45165197-45165531	2
chr23:45169303-45169606	5
chr23:45189695-45189902	24
chr23:45190588-45191484	1
chr23:45204449-45205036	1
chr23:45205504-45205891	14
chr23:45221125-45222474	1
chr23:45356740-45357163	23
chr23:45380598-45380886	8
chr23:45383816-45384115	18
chr23:45396064-45396814	7
chr23:45415738-45416654	0
chr23:45427623-45428238	15
chr23:45444527-45445971	17
chr23:45450714-45451436	17
chr23:45534875-45535091	38
chr23:45541363-45541650	19
chr23:45542078-45542948	0
chr23:45614848-45615953	21
chr23:45681999-45682812	17
chr23:45704495-45705654	3
chr23:45721966-45722671	1
chr23:45747615-45748188	5
chr23:45797255-45797629	0
chr23:45802748-45803645	0
chr23:45857991-45858297	0
chr23:45891330-45891634	1
chr23:45930204-45930476	9
chr23:45932767-45932986	16
chr23:45939774-45940196	16
chr23:45962035-45962425	10
chr23:45970524-45971757	0
chr23:45982759-45982979	12
chr23:46054470-46054877	11
chr23:46069867-46071051	17
chr23:46074876-46075456	17
chr23:46079240-46080157	0
chr23:46084192-46084983	7
chr23:46096757-46097124	0
chr23:46107523-46107811	32
chr23:46143674-46143998	0
chr23:46146772-46148420	8
chr23:46149932-46151599	20
chr24:27085-27323	7
chr24:47657-48209	17
chr24:51289-51555	1
chr24:67757-68822	17
chr24:70192-70972	17
chr24:73648-74519	20
chr24:81530-83318	17
chr24:89314-90609	7
chr24:118300-120407	3
chr24:126476-128846	3
chr24:148076-149316	7
chr24:227296-228522	1
chr24:255070-255607	1
chr24:300866-301242	12
chr24:349295-350205	20
chr24:383251-383676	0
chr24:408570-408848	24
chr24:443139-444198	1
chr24:456397-456933	20
chr24:478059-479485	1
chr24:533803-534085	23
chr24:549857-550635	15
chr24:577343-578187	1
chr24:579469-579939	28
chr24:605510-606027	2
chr24:606044-606254	1
chr24:606438-606885	1
chr24:629117-629719	16
chr24:689364-690074	0
chr24:694687-694886	1
chr24:737505-738439	1
chr24:773361-773560	1
chr24:823859-824819	8
chr24:847557-848009	8
chr24:861506-863151	17
chr24:896454-896750	18
chr24:900576-901783	0
chr24:967107-967724	2
chr24:1002264-1002744	1
chr24:1028144-1028481	22
chr24:1035929-1036329	1
chr24:1114703-1115409	0
chr24:1167161-1167541	0
chr24:1231440-1232011	8
chr24:1414250-1414917	8
chr24:1423958-1425402	3
chr24:1488259-1488626	0
chr24:1504069-1505031	0
chr24:1513111-1513784	1
chr24:1520937-1522453	20
chr24:1538369-1539032	7
chr24:1578483-1579265	8
chr24:1631584-1631887	1
chr24:1673343-1673842	1
chr24:1687078-1688073	3
chr24:1689551-1689839	4
chr24:1726212-1727319	36
chr24:1752265-1753293	0
chr24:1780245-1781354	0
chr24:1831009-1831785	20
chr24:1865139-1865967	20
chr24:1870049-1870864	0
chr24:1910281-1911370	1
chr24:1953174-1953373	1
chr24:1954194-1954773	14
chr24:1992313-1993292	0
chr24:2011921-2012573	1
chr24:2039982-2040883	0
chr24:2041517-2042037	0
chr24:2064509-2065007	0
chr24:2103748-2104217	8
chr24:2126014-2126303	10
chr24:2127851-2128598	8
chr24:2171433-2172322	1
chr24:2210024-2210342	26
chr24:2224464-2224908	8
chr24:2258187-2258493	0
chr24:2279772-2280184	0
chr24:2284339-2284561	2
chr24:2322099-2322318	14
chr24:2339564-2340299	1
chr24:2378581-2379452	8
chr24:2419713-2420541	3
chr24:2501315-2501923	0
chr24:2560291-2560994	17
chr24:2604309-2604775	8
chr24:2623006-2624015	1
chr24:2631293-2631711	0
chr24:2654376-2655287	0
chr24:2690839-2691249	20
chr24:2821839-2822525	0
chr24:2849910-2850341	5
chr24:2873296-2874258	14
chr24:2880789-2881101	4
chr24:2881714-2882403	20
chr24:3016064-3016397	1
chr24:3065796-3066895	7
chr24:3109909-3110444	7
chr24:3121570-3121998	1
chr24:3124542-3125851	3
chr24:3143908-3144107	12
chr24:3146276-3146483	5
chr24:3173222-3173556	1
chr24:3192415-3192819	0
chr24:3313485-3314830	20
chr24:3336871-3337145	0
chr24:3473697-3474544	0
chr24:3554453-3554708	23
chr24:3561187-3561653	7
chr24:3577502-3578000	2
chr24:3652075-3652675	0
chr24:3679145-3679666	0
chr24:3695696-3696004	2
chr24:3707152-3707499	30
chr24:3712534-3713059	7
chr24:3720831-3721040	38
chr24:3729291-3730068	1
chr24:3764625-3765424	1
chr24:3770196-3770949	0
chr24:3774514-3774815	32
chr24:3791347-3791902	28
chr24:3816591-3817270	0
chr24:3823964-3824332	1
chr24:3892763-3893369	12
chr24:3898245-3898519	10
chr24:3958240-3958447	10
chr24:3969983-3970187	33
chr24:3982480-3983031	7
chr24:4021732-4022016	12
chr24:4070000-4070478	3
chr24:4290816-4291338	0
chr24:4296352-4296940	17
chr24:4302141-4302408	0
chr24:4319354-4320334	17
chr24:4413738-4414057	4
chr24:4414611-4414923	11
chr24:4470534-4470816	1
chr24:4486901-4487633	3
chr24:4504075-4505215	3
chr24:4520688-4521081	14
chr24:4527026-4527869	1
chr24:4538580-4539361	1
chr24:4566062-4566280	33
chr24:4584839-4585900	3
chr24:4605064-4605840	7
chr24:4615916-4616566	17
chr24:4631769-4632421	14
chr24:4635558-4635761	5
chr24:4654400-4654705	5
chr24:4656674-4657547	0
chr24:4662136-4662544	14
chr24:4676867-4677725	0
chr24:4684846-4685477	7
chr24:4693804-4694311	17
chr24:4709448-4710409	1
chr24:4725165-4726070	3
chr24:4767865-4769208	0
chr24:4772779-4773460	8
chr24:4810289-4810488	0
chr24:4832765-4833516	3
chr24:4870155-4870747	25
chr24:4884825-4885646	3
chr24:4886080-4886357	20
chr24:4886873-4887700	1
chr24:4896505-4897269	20
chr24:4903199-4903440	1
chr24:4926777-4927600	0
chr24:4977069-4979332	3
chr24:5032637-5033399	9
chr24:5046278-5046477	13
chr24:5072992-5074134	20
chr24:5104558-5106055	3
chr24:5114898-5115313	11
chr24:5161327-5162225	7
chr24:5225029-5225291	15
chr24:5226645-5227297	8
chr24:5255495-5256120	0
chr24:5335118-5335465	24
chr24:5365369-5365703	15
chr24:5382373-5382851	5
chr24:5415262-5415571	21
chr24:5470183-5470382	12
chr24:5472915-5473527	1
chr24:5473951-5474972	1
chr24:5479415-5479721	4
chr24:5479774-5480338	8
chr24:5500303-5501039	8
chr24:5547546-5547834	24
chr24:5550016-5550215	16
chr24:5560756-5561431	1
chr24:5576773-5577107	1
chr24:5578431-5579057	19
chr24:5600899-5601186	16
chr24:5605126-5605464	5
chr24:5703950-5704241	12
chr24:5741187-5741514	11
chr24:5749862-5750504	8
chr24:5752080-5752486	8
chr24:5762437-5763592	11
chr24:5809002-5809290	32
chr24:5849804-5850086	29
chr24:5898293-5899052	0
chr24:5902551-5902932	4
chr24:5920322-5920911	7
chr24:5973356-5973935	9
chr24:5981229-5981744	0
chr24:6013048-6013283	10
chr24:6043856-6044477	1
chr24:6048390-6049464	1
chr24:6050304-6050859	14
chr24:6051968-6052348	14
chr24:6061101-6061359	8
chr24:6072223-6072896	9
chr24:6107940-6109052	17
chr24:6132723-6133994	0
chr24:6137232-6137599	2
chr24:6146811-6147107	9
chr24:6150505-6151108	22
chr24:6166179-6166465	0
chr24:6203226-6203657	19
chr24:6237730-6238331	1
chr24:6243169-6243872	5
chr24:6355307-6355540	2
chr24:6455584-6456059	28
chr24:6466991-6467319	24
chr24:6488322-6488595	15
chr24:6504361-6504634	11
chr24:6531568-6532234	0
chr24:6559051-6560085	4
chr24:6565777-6566038	22
chr24:6594810-6595729	3
chr24:6633600-6633874	1
chr24:6680690-6680942	24
chr24:6692189-6692960	1
chr24:6738344-6738687	0
chr24:6776532-6776758	5
chr24:6782810-6783158	4
chr24:6783349-6783933	13
chr24:6797677-6798073	13
chr24:6816173-6816490	4
chr24:6826234-6826667	21
chr24:6832287-6833877	8
chr24:6842937-6843899	36
chr24:6876918-6877271	23
chr24:6914303-6915624	8
chr24:6931806-6932221	0
chr24:6940556-6940872	21
chr24:6952108-6952541	25
chr24:6974406-6974744	4
chr24:6991564-6992296	2
chr24:6997306-6997525	4
chr24:7001114-7001364	21
chr24:7022451-7022755	13
chr24:7042939-7043908	4
chr24:7066344-7066920	10
chr24:7072145-7072354	13
chr24:7095928-7096230	15
chr24:7096577-7096993	2
chr24:7098249-7098626	35
chr24:7102647-7103773	1
chr24:7106090-7106601	15
chr24:7147859-7149077	28
chr24:7241435-7241725	13
chr24:7243137-7243464	2
chr24:7244266-7244585	4
chr24:7246810-7247058	23
chr24:7252415-7252860	2
chr24:7254025-7254224	13
chr24:7274372-7275344	10
chr24:7313227-7314477	3
chr24:7341916-7342269	34
chr24:7358875-7359306	1
chr24:7390626-7391572	14
chr24:7473966-7474741	1
chr24:7484220-7484419	25
chr24:7488399-7489939	7
chr24:7529525-7530064	10
chr24:7539081-7539392	7
chr24:7582982-7583814	1
chr24:7597538-7598228	17
chr24:7608883-7609307	8
chr24:7616566-7617981	1
chr24:7619708-7619989	8
chr24:7652643-7653565	8
chr24:7747421-7747756	9
chr24:7774550-7775023	5
chr24:7786980-7787510	0
chr24:7792688-7794077	9
chr24:7807508-7808012	16
chr24:7820150-7820362	12
chr24:7856101-7856893	17
chr24:7876073-7876697	2
chr24:7930315-7931218	9
chr24:7946044-7947184	0
chr24:7976401-7977096	1
chr24:7977332-7978002	1
chr24:7983502-7984717	9
chr24:7988202-7988928	1
chr24:8022863-8023682	1
chr24:8037837-8038464	14
chr24:8053006-8053699	1
chr24:8066538-8067520	1
chr24:8090497-8091458	3
chr24:8175125-8175324	29
chr24:8210453-8210708	14
chr24:8248089-8248538	9
chr24:8357296-8357729	28
chr24:8359645-8360469	28
chr24:8369705-8369937	31
chr24:8385063-8385965	0
chr24:8420846-8421794	36
chr24:8434509-8435243	14
chr24:8446876-8447100	31
chr24:8462333-8463053	14
chr24:8493396-8494621	14
chr24:8495025-8495326	2
chr24:8499230-8500653	8
chr24:8542905-8545287	3
chr24:8582199-8583698	1
chr24:8586326-8586817	14
chr24:8643825-8644577	1
chr24:8661706-8662004	22
chr24:8680019-8680936	1
chr24:8684339-8685196	36
chr24:8690609-8691475	1
chr24:8752989-8753943	0
chr24:8756213-8757121	11
chr24:8765718-8765942	1
chr24:8805251-8805842	0
chr24:8860650-8860945	28
chr24:8934449-8934823	10
chr24:8940136-8940861	7
chr24:8956362-8956571	7
chr24:8968840-8969039	5
chr24:8975365-8976085	1
chr24:8979057-8979795	1
chr24:8982747-8983350	12
chr24:8987259-8987499	2
chr24:9043727-9044025	23
chr24:9045876-9046077	13
chr24:9046269-9046653	29
chr24:9056102-9056507	0
chr24:9086348-9087231	7
chr24:9132706-9133261	0
chr24:9168235-9169213	1
chr24:9170847-9171217	4
chr24:9237362-9238507	3
chr24:9242610-9243439	1
chr24:9253255-9254252	3
chr24:9316235-9317595	17
chr24:9376799-9377522	1
chr24:9545832-9546119	25
chr24:9584899-9585364	1
chr24:9615118-9615736	1
chr24:9625570-9626146	2
chr24:9646902-9647162	10
chr24:9671571-9673764	1
chr24:9685765-9686165	9
chr24:9781204-9781993	1
chr24:9831735-9831972	1
chr24:9843262-9844091	1
chr24:9852306-9853238	9
chr24:9897986-9898240	12
chr24:9919366-9920449	1
chr24:9935970-9936327	14
chr24:9952327-9952526	16
chr24:9975784-9976197	5
chr24:9982698-9982897	18
chr24:10018795-10021176	0
chr24:10083536-10083872	2
chr24:10101401-10101892	4
chr24:10108081-10108325	1
chr24:10119737-10119976	18
chr24:10127592-10127941	24
chr24:10135081-10135921	2
chr24:10138927-10140021	21
chr24:10158652-10159637	1
chr24:10162927-10164723	1
chr24:10208727-10208956	13
chr24:10214882-10215089	2
chr24:10234929-10235702	3
chr24:10244763-10245668	2
chr24:10249597-10249946	21
chr24:10324930-10325138	29
chr24:10386979-10387314	8
chr24:10387618-10388506	12
chr24:10434439-10435183	0
chr24:10443035-10443647	11
chr24:10467582-10468077	17
chr24:10488084-10488283	24
chr24:10509423-10510063	1
chr24:10513261-10514123	11
chr24:10530001-10531079	8
chr24:10585340-10586380	3
chr24:10636494-10637711	3
chr24:10649276-10650953	20
chr24:10687518-10688161	8
chr24:10695385-10695960	20
chr24:10711581-10713343	0
chr24:10729314-10729878	1
chr24:10733095-10733447	10
chr24:10740472-10740816	2
chr24:10767795-10768626	1
chr24:10802340-10803293	1
chr24:10803447-10804277	20
chr24:10810034-10810487	4
chr24:10816530-10817423	20
chr24:10840443-10841686	20
chr24:10863783-10863982	30
chr24:10864092-10864470	23
chr24:10866416-10867059	14
chr24:10927313-10927512	2
chr24:10927707-10927924	2
chr24:10951566-10951781	18
chr24:10958264-10958463	18
chr24:11004119-11004349	2
chr24:11006155-11006540	25
chr24:11010151-11010661	21
chr24:11018242-11019173	1
chr24:11074669-11074868	12
chr24:11091997-11092248	2
chr24:11128716-11129129	1
chr24:11162663-11163150	2
chr24:11237476-11237718	29
chr24:11252242-11252441	5
chr24:11291754-11292068	1
chr24:11314639-11315858	1
chr24:11334358-11334910	8
chr24:11335100-11335655	8
chr24:11356649-11356919	0
chr24:11357553-11357912	0
chr24:11414272-11415054	17
chr24:11479676-11480852	1
chr24:11482047-11482246	4
chr24:11520722-11521384	1
chr24:11522771-11523837	0
chr24:11539312-11539573	1
chr24:11592939-11594401	0
chr24:11610696-11611636	1
chr24:11646885-11647482	1
chr24:11704945-11705457	0
chr24:11722702-11723060	1
chr24:11727378-11727885	1
chr24:11753228-11754389	1
chr24:11794884-11795426	0
chr24:11865098-11865302	2
chr24:11888366-11888808	15
chr24:11935933-11936383	2
chr24:11976588-11977462	0
chr24:12031442-12031780	22
chr24:12068526-12068780	2
chr24:12090436-12091005	1
chr24:12102921-12103120	32
chr24:12110313-12110925	19
chr24:12165454-12166086	5
chr24:12176880-12177219	2
chr24:12193608-12193912	2
chr24:12255760-12256135	4
chr24:12260159-12260488	4
chr24:12326446-12326730	13
chr24:12348999-12349343	4
chr24:12351640-12351843	24
chr24:12377283-12378161	13
chr24:12386394-12386650	10
chr24:12570746-12571199	0
chr24:12674478-12675128	16
chr24:12725265-12725561	2
chr24:12746282-12746680	0
chr24:12777503-12778720	0
chr24:12780372-12780683	10
chr24:12838747-12839004	21
chr24:12859764-12859971	15
chr24:12863327-12863745	2
chr24:12897601-12898130	1
chr24:12942083-12942381	1
chr24:12963124-12963921	1
chr24:12979576-12979970	0
chr24:12990674-12991587	0
chr24:13012524-13013148	10
chr24:13073392-13074169	3
chr24:13083193-13083392	27
chr24:13097937-13098552	11
chr24:13121267-13121466	10
chr24:13177432-13178307	3
chr24:13183457-13184407	1
chr24:13220393-13221528	17
chr24:13228945-13229592	11
chr24:13249565-13250227	0
chr24:13309785-13311322	0
chr24:13319906-13320172	2
chr24:13327521-13327956	0
chr24:13327961-13328160	24
chr24:13416331-13416857	2
chr24:13481398-13481617	23
chr24:13482913-13483288	21
chr24:13529358-13529833	22
chr24:13533473-13534063	20
chr24:13578058-13578459	15
chr24:13586095-13586845	1
chr24:13593129-13594115	2
chr24:13615751-13615950	30
chr24:13620248-13620574	16
chr24:13646212-13646837	28
chr24:13653389-13653831	4
chr24:13655818-13656447	25
chr24:13662863-13663441	0
chr24:13664937-13665358	4
chr24:13723537-13724230	11
chr24:13730261-13730604	16
chr24:13769086-13769696	11
chr24:13813588-13814378	1
chr24:13837199-13837798	17
chr24:13905043-13905732	0
chr24:14153884-14154538	14
chr24:14205691-14206417	7
chr24:14210057-14210388	7
chr24:14221941-14222140	2
chr24:14316676-14317379	0
chr24:14331098-14331549	1
chr24:14351718-14353014	3
chr24:14386812-14387051	34
chr24:14508673-14509682	3
chr24:14643297-14643617	5
chr24:14655003-14655689	17
chr24:14689564-14689794	33
chr24:14703510-14703740	30
chr24:14733599-14733960	8
chr24:14743870-14744195	8
chr24:14756789-14757105	18
chr24:14764966-14766172	11
chr24:14775436-14776310	11
chr24:14803609-14804415	11
chr24:14828807-14829118	19
chr24:14831431-14832454	8
chr24:14916574-14917424	15
chr24:14925294-14925517	4
chr24:14951368-14951610	12
chr24:15022091-15023064	0
chr24:15028911-15029464	7
chr24:15041809-15042461	0
chr24:15053791-15054456	0
chr24:15057728-15058426	0
chr24:15061250-15061861	5
chr24:15090408-15090783	2
chr24:15091842-15092144	16
chr24:15119280-15119975	22
chr24:15133598-15133804	12
chr24:15136054-15136528	10
chr24:15139001-15139400	7
chr24:15149102-15150137	19
chr24:15150340-15150796	2
chr24:15152238-15152437	13
chr24:15154529-15154974	4
chr24:15166840-15167076	11
chr24:15168881-15169339	11
chr24:15176004-15176437	4
chr24:15204895-15205997	0
chr24:15211478-15211872	5
chr24:15241450-15241731	23
chr24:15309623-15312350	1
chr24:15357070-15357428	15
chr24:15380840-15381441	25
chr24:15392717-15392934	10
chr24:15394161-15394634	38
chr24:15400782-15400981	24
chr24:15419116-15419571	0
chr24:15452663-15453543	1
chr24:15458377-15460348	1
chr24:15480428-15480701	13
chr24:15513653-15514075	5
chr24:15522250-15522506	18
chr24:15525887-15526385	5
chr24:15526525-15526787	18
chr24:15552329-15552562	0
chr24:15555521-15556046	33
chr24:15558358-15559056	0
chr24:15614362-15614630	13
chr24:15615232-15615516	4
chr24:15619939-15620186	27
chr24:15640996-15641627	33
chr24:15664024-15664475	28
chr24:15666260-15666865	0
chr24:15667611-15668065	27
chr24:15675631-15676064	32
chr24:15699897-15700147	13
chr24:15757175-15757514	0
chr24:15760819-15761018	2
chr24:15840009-15840610	1
chr24:15885425-15885632	24
chr24:15885893-15886209	9
chr24:15899852-15900444	1
chr24:15915651-15916221	12
chr24:15957657-15958006	13
chr24:15967792-15968266	26
chr24:15968913-15969112	16
chr24:15979291-15980001	1
chr24:16003886-16004705	4
chr24:16008302-16009295	16
chr24:16014884-16015282	2
chr24:16026915-16027485	14
chr24:16096442-16097117	8
chr24:16097726-16098384	8
chr24:16118487-16118804	22
chr24:16159066-16159289	4
chr24:16181448-16182015	30
chr24:16194740-16195057	18
chr24:16198409-16198878	36
chr24:16214662-16215180	12
chr24:16274588-16274787	13
chr24:16287261-16288055	22
chr24:16288903-16289473	23
chr24:16297792-16298380	0
chr24:16317521-16317862	4
chr24:16318319-16318906	0
chr24:16332589-16333282	16
chr24:16354453-16355260	15
chr24:16361336-16361603	7
chr24:16371046-16371846	1
chr24:16372674-16372873	29
chr24:16399751-16400426	8
chr24:16405598-16406002	12
chr24:16417602-16418119	1
chr24:16434790-16435670	0
chr24:16440721-16441335	11
chr24:16451257-16451456	18
chr24:16456788-16457203	38
chr24:16482483-16482832	24
chr24:16565047-16565278	13
chr24:16571749-16572215	2
chr24:16572636-16573029	2
chr24:16592860-16593571	1
chr24:16605655-16605854	5
chr24:16612549-16612879	29
chr24:16626346-16627363	7
chr24:16632986-16633631	0
chr24:16645819-16646152	24
chr24:16651868-16652218	24
chr24:16668818-16669692	0
chr24:16686706-16687021	1
chr24:16713106-16714240	0
chr24:16747211-16747520	0
chr24:16787763-16788307	0
chr24:16824075-16824684	2
chr24:16833490-16833955	26
chr24:16846373-16846589	16
chr24:16859734-16860324	14
chr24:16940933-16941469	2
chr24:16972139-16972488	1
chr24:16990514-16991017	8
chr24:16991509-16991898	8
chr24:17010834-17011186	0
chr24:17025807-17026554	3
chr24:17051931-17052665	1
chr24:17117642-17117841	12
chr24:17167901-17168820	3
chr24:17172191-17173234	3
chr24:17195048-17195517	3
chr24:17196846-17197923	3
chr24:17199285-17200553	3
chr24:17302505-17302855	2
chr24:17351607-17352527	1
chr24:17422949-17423369	14
chr24:17433459-17433714	1
chr24:17446595-17447031	5
chr24:17480832-17481031	16
chr24:17490376-17492832	8
chr24:17554295-17554494	16
chr24:17566772-17567271	7
chr24:17568568-17568936	14
chr24:17577335-17577829	0
chr24:17588696-17589036	11
chr24:17598343-17598605	13
chr24:17600743-17601358	2
chr24:17643496-17644092	5
chr24:17657820-17658212	13
chr24:17666494-17666693	29
chr24:17669186-17669520	11
chr24:17670588-17671358	17
chr24:17724104-17724689	1
chr24:17738229-17738960	1
chr24:17750628-17750854	24
chr24:17764073-17764491	5
chr24:17767340-17768612	9
chr24:17788838-17789176	2
chr24:17794748-17794975	13
chr24:17829285-17829959	2
chr24:17832012-17832219	2
chr24:17870188-17870449	18
chr24:17871644-17872015	5
chr24:17875728-17875942	29
chr24:17876660-17876943	25
chr24:17890560-17890860	2
chr24:17907192-17907573	10
chr24:17911182-17912161	11
chr24:17923758-17924342	7
chr24:17950648-17951139	22
chr24:17955307-17955779	7
chr24:17958039-17958896	7
chr24:17979480-17980108	30
chr24:17980143-17981033	0
chr24:17989301-17990520	0
chr24:17999629-18000330	4
chr24:18001724-18001923	24
chr24:18024743-18025536	1
chr24:18044955-18045326	2
chr24:18102568-18103343	8
chr24:18118562-18119195	1
chr24:18122781-18123092	18
chr24:18160764-18161563	7
chr24:18169131-18169686	7
chr24:18191600-18191995	5
chr24:18194438-18194912	2
chr24:18218630-18219138	15
chr24:18223270-18223506	2
chr24:18242120-18243111	0
chr24:18256129-18257370	19
chr24:18283254-18283965	9
chr24:18309264-18309735	4
chr24:18371790-18372911	0
chr24:18395714-18395957	31
chr24:18416120-18416454	32
chr24:18461157-18461423	4
chr24:18473508-18474193	3
chr24:18481469-18482470	1
chr24:18504413-18505215	2
chr24:18575427-18575756	4
chr24:18659766-18660456	1
chr24:18695024-18695288	15
chr24:18730623-18730880	27
chr24:18732624-18732924	1
chr24:18760771-18761258	20
chr24:18799880-18800543	1
chr24:18816815-18817102	1
chr24:18872658-18873578	0
chr24:18899800-18900316	1
chr24:18914216-18915096	8
chr24:18958407-18959308	1
chr24:18969016-18969749	36
chr24:18971683-18972578	1
chr24:19029124-19029851	1
chr24:19038715-19038924	24
chr24:19041591-19041838	0
chr24:19044650-19045653	5
chr24:19050032-19050726	1
chr24:19053617-19054484	2
chr24:19054822-19055032	5
chr24:19092451-19093014	2
chr24:19100019-19100725	14
chr24:19112866-19113065	12
chr24:19136604-19136998	13
chr24:19196054-19196468	15
chr24:19196653-19197305	15
chr24:19215242-19215504	21
chr24:19225396-19225731	24
chr24:19249571-19250090	0
chr24:19268689-19268985	24
chr24:19313814-19314422	7
chr24:19317050-19317493	1
chr24:19353261-19353728	2
chr24:19373715-19374535	14
chr24:19392055-19392403	4
chr24:19414630-19414850	5
chr24:19418997-19419597	8
chr24:19447500-19448155	8
chr24:19448865-19449670	0
chr24:19457342-19458059	20
chr24:19557386-19558058	3
chr24:19563742-19564637	1
chr24:19569576-19569784	0
chr24:19584704-19585544	0
chr24:19616791-19617391	33
chr24:19627543-19627936	19
chr24:19633034-19633433	10
chr24:19640269-19640624	14
chr24:19658409-19658826	12
chr24:19664167-19664770	0
chr24:19665430-19666063	20
chr24:19699926-19700271	1
chr24:19729534-19730449	3
chr24:19753871-19754076	5
chr24:19853286-19853560	1
chr24:19929119-19929987	1
chr24:19953165-19953402	1
chr24:19981681-19981950	2
chr24:19985561-19986745	11
chr24:19987641-19987840	11
chr24:19999396-19999655	13
chr24:20037776-20038271	2
chr24:20048182-20048584	1
chr24:20066384-20067122	0
chr24:20080330-20081054	0
chr24:20105159-20106381	1
chr24:20170922-20171243	15
chr24:20179032-20179468	0
chr24:20184037-20184236	1
chr24:20238678-20239681	9
chr24:20250885-20251402	7
chr24:20266271-20266521	16
chr24:20274388-20275010	0
chr24:20281420-20281760	7
chr24:20335327-20335941	11
chr24:20353679-20353923	15
chr24:20377273-20377472	1
chr24:20384548-20385444	17
chr24:20400172-20401000	7
chr24:20405623-20406270	14
