	sub_clusters_manual
24-2258187-2258493	unassigned
24-2279772-2280184	unassigned
24-2284339-2284561	unassigned
24-2322099-2322318	unassigned
24-2339564-2340299	sub_cluster_4
24-2378581-2379452	unassigned
24-2419713-2420541	unassigned
24-2501315-2501923	unassigned
24-2560291-2560994	unassigned
24-2604309-2604775	unassigned
24-2623006-2624015	sub_cluster_4
24-2631293-2631711	unassigned
24-2654376-2655287	unassigned
24-2690839-2691249	sub_clust_1
24-2821839-2822525	unassigned
24-2849910-2850341	unassigned
24-2873296-2874258	unassigned
24-2880789-2881101	unassigned
24-2881714-2882403	unassigned
24-3016064-3016397	sub_clust_3
24-3065796-3066895	unassigned
24-3109909-3110444	unassigned
24-3121570-3121998	sub_clust_0
24-3124542-3125851	unassigned
24-3143908-3144107	unassigned
24-3146276-3146483	unassigned
24-3173222-3173556	sub_clust_0
24-3192415-3192819	unassigned
24-3313485-3314830	unassigned
24-3336871-3337145	unassigned
24-3473697-3474544	unassigned
24-3554453-3554708	unassigned
24-3561187-3561653	unassigned
24-3577502-3578000	unassigned
24-3652075-3652675	unassigned
24-3679145-3679666	unassigned
24-3695696-3696004	unassigned
24-3707152-3707499	unassigned
24-3712534-3713059	unassigned
24-3720831-3721040	unassigned
24-3729291-3730068	sub_clust_2
24-3764625-3765424	sub_clust_2
24-3770196-3770949	unassigned
24-3774514-3774815	unassigned
24-3791347-3791902	unassigned
24-3816591-3817270	unassigned
24-3823964-3824332	sub_clust_0
24-3892763-3893369	unassigned
24-3898245-3898519	unassigned
24-3958240-3958447	unassigned
24-3969983-3970187	unassigned
24-3982480-3983031	unassigned
24-4021732-4022016	unassigned
24-4070000-4070478	unassigned
24-4290816-4291338	unassigned
24-4296352-4296940	unassigned
24-4302141-4302408	unassigned
24-4319354-4320334	unassigned
24-4413738-4414057	unassigned
24-4414611-4414923	unassigned
24-4470534-4470816	sub_clust_2
24-4486901-4487633	unassigned
24-4504075-4505215	unassigned
24-4520688-4521081	sub_clust_0
24-4527026-4527869	sub_clust_2
24-4538580-4539361	sub_clust_0
24-4566062-4566280	unassigned
24-4584839-4585900	unassigned
24-4605064-4605840	unassigned
24-4615916-4616566	unassigned
24-4631769-4632421	unassigned
24-4635558-4635761	unassigned
24-4654400-4654705	unassigned
24-4656674-4657547	unassigned
24-4662136-4662544	unassigned
24-4676867-4677725	unassigned
24-4684846-4685477	unassigned
24-4693804-4694311	unassigned
24-4709448-4710409	sub_clust_2
24-4725165-4726070	unassigned
24-4767865-4769208	unassigned
24-4772779-4773460	unassigned
24-4810289-4810488	unassigned
24-4832765-4833516	unassigned
24-4870155-4870747	unassigned
24-4884825-4885646	unassigned
24-4886080-4886357	unassigned
24-4886873-4887700	sub_clust_2
24-4896505-4897269	unassigned
24-4903199-4903440	sub_clust_1
24-4926777-4927600	unassigned
24-4977069-4979332	unassigned
24-5032637-5033399	unassigned
24-5046278-5046477	unassigned
24-5072992-5074134	sub_clust_0
24-5104558-5106055	unassigned
24-5114898-5115313	unassigned
24-5161327-5162225	unassigned
24-5225029-5225291	unassigned
24-5226645-5227297	unassigned
24-5255495-5256120	unassigned
24-5335118-5335465	unassigned
24-5365369-5365703	unassigned
24-5382373-5382851	unassigned
24-5415262-5415571	unassigned
24-5470183-5470382	unassigned
24-5472915-5473527	sub_clust_2
24-5473951-5474972	sub_clust_5
24-5479415-5479721	unassigned
24-5479774-5480338	unassigned
24-5500303-5501039	unassigned
24-5547546-5547834	unassigned
24-5550016-5550215	unassigned
24-5560756-5561431	sub_clust_0
24-5576773-5577107	sub_clust_0
24-5578431-5579057	unassigned
24-5600899-5601186	unassigned
24-5605126-5605464	unassigned
24-5703950-5704241	unassigned
24-5741187-5741514	unassigned
24-5749862-5750504	unassigned
24-5752080-5752486	unassigned
24-5762437-5763592	unassigned
24-5809002-5809290	unassigned
24-5849804-5850086	unassigned
24-5898293-5899052	unassigned
24-5902551-5902932	unassigned
24-5920322-5920911	unassigned
24-5973356-5973935	unassigned
24-5981229-5981744	unassigned
24-6013048-6013283	unassigned
24-6043856-6044477	sub_clust_2
24-6048390-6049464	sub_clust_2
24-6050304-6050859	sub_clust_0
24-6051968-6052348	unassigned
24-6061101-6061359	unassigned
24-6072223-6072896	unassigned
24-6107940-6109052	unassigned
24-6132723-6133994	unassigned
24-6137232-6137599	unassigned
24-6146811-6147107	unassigned
24-6150505-6151108	unassigned
24-6166179-6166465	unassigned
24-6203226-6203657	unassigned
24-6237730-6238331	sub_clust_0
24-6243169-6243872	unassigned
24-6355307-6355540	unassigned
24-6455584-6456059	unassigned
24-6466991-6467319	unassigned
24-6488322-6488595	unassigned
24-6504361-6504634	unassigned
24-6531568-6532234	unassigned
24-6559051-6560085	unassigned
24-6565777-6566038	unassigned
24-6594810-6595729	unassigned
24-6633600-6633874	sub_clust_1
24-6680690-6680942	unassigned
24-6692189-6692960	sub_clust_2
24-6738344-6738687	unassigned
24-6776532-6776758	unassigned
24-6782810-6783158	unassigned
24-6783349-6783933	unassigned
24-6797677-6798073	unassigned
24-6816173-6816490	unassigned
24-6826234-6826667	unassigned
24-6832287-6833877	unassigned
24-6842937-6843899	sub_clust_2
24-6876918-6877271	unassigned
24-6914303-6915624	unassigned
24-6931806-6932221	unassigned
24-6940556-6940872	unassigned
24-6952108-6952541	unassigned
24-6974406-6974744	unassigned
24-6991564-6992296	unassigned
24-6997306-6997525	unassigned
24-7001114-7001364	unassigned
24-7022451-7022755	unassigned
24-7042939-7043908	unassigned
24-7066344-7066920	unassigned
24-7072145-7072354	unassigned
24-7095928-7096230	unassigned
24-7096577-7096993	unassigned
24-7098249-7098626	unassigned
24-7102647-7103773	sub_cluster_4
24-7106090-7106601	unassigned
24-7147859-7149077	unassigned
24-7241435-7241725	unassigned
24-7243137-7243464	unassigned
24-7244266-7244585	unassigned
24-7246810-7247058	unassigned
24-7252415-7252860	unassigned
24-7254025-7254224	unassigned
24-7274372-7275344	unassigned
24-7313227-7314477	unassigned
24-7341916-7342269	unassigned
24-7358875-7359306	sub_cluster_4
24-7390626-7391572	unassigned
24-7473966-7474741	sub_clust_2
24-7484220-7484419	unassigned
24-7488399-7489939	unassigned
24-7529525-7530064	unassigned
24-7539081-7539392	unassigned
24-7582982-7583814	sub_clust_5
24-7597538-7598228	sub_cluster_4
24-7608883-7609307	unassigned
24-7616566-7617981	sub_clust_2
24-7619708-7619989	unassigned
24-7652643-7653565	unassigned
24-7747421-7747756	unassigned
24-7774550-7775023	unassigned
24-7786980-7787510	unassigned
24-7792688-7794077	unassigned
24-7807508-7808012	unassigned
24-7820150-7820362	unassigned
24-7856101-7856893	unassigned
24-7876073-7876697	unassigned
24-7930315-7931218	unassigned
24-7946044-7947184	unassigned
24-7976401-7977096	sub_clust_3
24-7977332-7978002	sub_clust_2
24-7983502-7984717	unassigned
24-7988202-7988928	sub_clust_3
24-8022863-8023682	sub_clust_1
24-8037837-8038464	sub_clust_0
24-8053006-8053699	sub_clust_2
24-8066538-8067520	sub_clust_2
24-8090497-8091458	unassigned
24-8175125-8175324	unassigned
24-8210453-8210708	unassigned
24-8248089-8248538	unassigned
24-8357296-8357729	unassigned
24-8359645-8360469	unassigned
24-8369705-8369937	unassigned
24-8385063-8385965	unassigned
24-8420846-8421794	sub_clust_1
24-8434509-8435243	sub_clust_0
24-8446876-8447100	unassigned
24-8462333-8463053	sub_clust_0
24-8493396-8494621	unassigned
24-8495025-8495326	unassigned
24-8499230-8500653	unassigned
24-8542905-8545287	unassigned
24-8582199-8583698	sub_clust_2
24-8586326-8586817	sub_clust_0
24-8643825-8644577	sub_clust_2
24-8661706-8662004	unassigned
24-8680019-8680936	sub_clust_3
24-8684339-8685196	sub_clust_1
24-8690609-8691475	sub_clust_1
24-8752989-8753943	unassigned
24-8756213-8757121	unassigned
24-8765718-8765942	sub_clust_1
24-8805251-8805842	unassigned
24-8860650-8860945	unassigned
24-8934449-8934823	unassigned
24-8940136-8940861	unassigned
24-8956362-8956571	unassigned
24-8968840-8969039	unassigned
24-8975365-8976085	sub_cluster_4
24-8979057-8979795	sub_clust_2
24-8982747-8983350	unassigned
24-8987259-8987499	unassigned
24-9043727-9044025	unassigned
24-9045876-9046077	unassigned
24-9046269-9046653	unassigned
24-9056102-9056507	unassigned
24-9086348-9087231	unassigned
24-9132706-9133261	unassigned
24-9168235-9169213	sub_clust_1
24-9170847-9171217	unassigned
24-9237362-9238507	unassigned
24-9242610-9243439	sub_clust_5
24-9253255-9254252	unassigned
24-9316235-9317595	unassigned
24-9376799-9377522	sub_clust_2
24-9545832-9546119	unassigned
24-9584899-9585364	sub_clust_1
24-9615118-9615736	sub_clust_5
24-9625570-9626146	unassigned
24-9646902-9647162	unassigned
24-9671571-9673764	sub_clust_3
24-9685765-9686165	unassigned
24-9781204-9781993	sub_clust_3
24-9831735-9831972	sub_clust_0
24-9843262-9844091	sub_clust_2
24-9852306-9853238	unassigned
24-9897986-9898240	unassigned
24-9919366-9920449	sub_clust_3
24-9935970-9936327	unassigned
24-9952327-9952526	unassigned
24-9975784-9976197	unassigned
24-9982698-9982897	unassigned
24-10018795-10021176	unassigned
24-10083536-10083872	unassigned
24-10101401-10101892	unassigned
24-10108081-10108325	sub_clust_0
24-10119737-10119976	unassigned
24-10127592-10127941	unassigned
24-10135081-10135921	unassigned
24-10138927-10140021	unassigned
24-10158652-10159637	sub_clust_2
24-10162927-10164723	sub_cluster_4
24-10208727-10208956	unassigned
24-10214882-10215089	unassigned
24-10234929-10235702	unassigned
24-10244763-10245668	unassigned
24-10249597-10249946	unassigned
24-10324930-10325138	unassigned
24-10386979-10387314	unassigned
24-10387618-10388506	unassigned
24-10434439-10435183	unassigned
24-10443035-10443647	unassigned
24-10467582-10468077	unassigned
24-10488084-10488283	unassigned
24-10509423-10510063	sub_clust_5
24-10513261-10514123	unassigned
24-10530001-10531079	unassigned
24-10585340-10586380	unassigned
24-10636494-10637711	unassigned
24-10649276-10650953	unassigned
24-10687518-10688161	unassigned
24-10695385-10695960	unassigned
24-10711581-10713343	unassigned
24-10729314-10729878	sub_clust_2
24-10733095-10733447	unassigned
24-10740472-10740816	unassigned
24-10767795-10768626	sub_clust_2
24-10802340-10803293	sub_clust_3
24-10803447-10804277	unassigned
24-10810034-10810487	unassigned
24-10816530-10817423	unassigned
24-10840443-10841686	unassigned
24-10863783-10863982	unassigned
24-10864092-10864470	unassigned
24-10866416-10867059	unassigned
24-10927313-10927512	unassigned
24-10927707-10927924	unassigned
24-10951566-10951781	unassigned
24-10958264-10958463	unassigned
24-11004119-11004349	unassigned
24-11006155-11006540	unassigned
24-11010151-11010661	sub_clust_0
24-11018242-11019173	sub_clust_2
24-11074669-11074868	unassigned
24-11091997-11092248	unassigned
24-11128716-11129129	sub_clust_0
24-11162663-11163150	unassigned
24-11237476-11237718	unassigned
24-11252242-11252441	unassigned
24-11291754-11292068	unassigned
24-11314639-11315858	sub_clust_2
24-11334358-11334910	unassigned
24-11335100-11335655	unassigned
24-11356649-11356919	unassigned
24-11357553-11357912	unassigned
24-11414272-11415054	unassigned
24-11479676-11480852	sub_clust_3
24-11482047-11482246	unassigned
24-11520722-11521384	unassigned
24-11522771-11523837	unassigned
24-11539312-11539573	sub_clust_0
24-11592939-11594401	unassigned
24-11610696-11611636	sub_cluster_4
24-11646885-11647482	unassigned
24-11704945-11705457	unassigned
24-11722702-11723060	sub_clust_2
24-11727378-11727885	sub_clust_2
24-11753228-11754389	sub_clust_3
24-11794884-11795426	unassigned
24-11865098-11865302	unassigned
24-11888366-11888808	unassigned
24-11935933-11936383	unassigned
24-11976588-11977462	unassigned
24-12031442-12031780	unassigned
24-12068526-12068780	unassigned
24-12090436-12091005	sub_clust_0
24-12102921-12103120	unassigned
24-12110313-12110925	unassigned
24-12165454-12166086	unassigned
24-12176880-12177219	unassigned
24-12193608-12193912	unassigned
24-12255760-12256135	unassigned
24-12260159-12260488	unassigned
24-12326446-12326730	unassigned
24-12348999-12349343	unassigned
24-12351640-12351843	unassigned
24-12377283-12378161	unassigned
24-12386394-12386650	unassigned
24-12570746-12571199	unassigned
24-12674478-12675128	unassigned
24-12725265-12725561	unassigned
24-12746282-12746680	unassigned
24-12777503-12778720	unassigned
24-12780372-12780683	unassigned
24-12838747-12839004	unassigned
24-12859764-12859971	unassigned
24-12863327-12863745	unassigned
24-12897601-12898130	sub_clust_5
24-12942083-12942381	sub_clust_1
24-12963124-12963921	sub_cluster_4
24-12979576-12979970	unassigned
24-12990674-12991587	unassigned
24-13012524-13013148	unassigned
24-13073392-13074169	unassigned
24-13083193-13083392	unassigned
24-13097937-13098552	unassigned
24-13121267-13121466	unassigned
24-13177432-13178307	unassigned
24-13183457-13184407	sub_clust_3
24-13220393-13221528	unassigned
24-13228945-13229592	unassigned
24-13249565-13250227	unassigned
24-13309785-13311322	unassigned
24-13319906-13320172	unassigned
24-13327521-13327956	unassigned
24-13327961-13328160	unassigned
24-13416331-13416857	unassigned
24-13481398-13481617	unassigned
24-13482913-13483288	unassigned
24-13529358-13529833	unassigned
24-13533473-13534063	unassigned
24-13578058-13578459	unassigned
24-13586095-13586845	sub_clust_1
24-13593129-13594115	unassigned
24-13615751-13615950	unassigned
24-13620248-13620574	unassigned
24-13646212-13646837	unassigned
24-13653389-13653831	unassigned
24-13655818-13656447	unassigned
24-13662863-13663441	unassigned
24-13664937-13665358	unassigned
24-13723537-13724230	unassigned
24-13730261-13730604	unassigned
24-13769086-13769696	unassigned
24-13813588-13814378	sub_clust_2
24-13837199-13837798	unassigned
24-13905043-13905732	unassigned
24-14153884-14154538	unassigned
24-14205691-14206417	unassigned
24-14210057-14210388	unassigned
24-14221941-14222140	unassigned
24-14316676-14317379	unassigned
24-14331098-14331549	sub_clust_3
24-14351718-14353014	unassigned
24-14386812-14387051	unassigned
24-14508673-14509682	unassigned
24-14643297-14643617	unassigned
24-14655003-14655689	unassigned
24-14689564-14689794	unassigned
24-14703510-14703740	unassigned
24-14733599-14733960	unassigned
24-14743870-14744195	unassigned
24-14756789-14757105	unassigned
24-14764966-14766172	unassigned
24-14775436-14776310	unassigned
24-14803609-14804415	unassigned
24-14828807-14829118	unassigned
24-14831431-14832454	unassigned
24-14916574-14917424	unassigned
24-14925294-14925517	unassigned
24-14951368-14951610	unassigned
24-15022091-15023064	unassigned
24-15028911-15029464	unassigned
24-15041809-15042461	unassigned
24-15053791-15054456	unassigned
24-15057728-15058426	unassigned
24-15061250-15061861	unassigned
24-15090408-15090783	unassigned
24-15091842-15092144	unassigned
24-15119280-15119975	unassigned
24-15133598-15133804	unassigned
24-15136054-15136528	unassigned
24-15139001-15139400	unassigned
24-15149102-15150137	unassigned
24-15150340-15150796	unassigned
24-15152238-15152437	unassigned
24-15154529-15154974	unassigned
24-15166840-15167076	unassigned
24-15168881-15169339	unassigned
24-15176004-15176437	unassigned
24-15204895-15205997	unassigned
24-15211478-15211872	unassigned
24-15241450-15241731	unassigned
24-15309623-15312350	unassigned
24-15357070-15357428	unassigned
24-15380840-15381441	unassigned
24-15392717-15392934	unassigned
24-15394161-15394634	unassigned
24-15400782-15400981	unassigned
24-15419116-15419571	unassigned
24-15452663-15453543	sub_clust_2
24-15458377-15460348	sub_clust_3
24-15480428-15480701	unassigned
24-15513653-15514075	unassigned
24-15522250-15522506	unassigned
24-15525887-15526385	unassigned
24-15526525-15526787	unassigned
24-15552329-15552562	unassigned
24-15555521-15556046	unassigned
24-15558358-15559056	unassigned
24-15614362-15614630	unassigned
24-15615232-15615516	unassigned
24-15619939-15620186	unassigned
24-15640996-15641627	unassigned
24-15664024-15664475	unassigned
24-15666260-15666865	unassigned
24-15667611-15668065	unassigned
24-15675631-15676064	unassigned
24-15699897-15700147	unassigned
24-15757175-15757514	unassigned
24-15760819-15761018	unassigned
24-15840009-15840610	sub_clust_1
24-15885425-15885632	unassigned
24-15885893-15886209	unassigned
24-15899852-15900444	sub_clust_2
24-15915651-15916221	unassigned
24-15957657-15958006	unassigned
24-15967792-15968266	unassigned
24-15968913-15969112	unassigned
24-15979291-15980001	sub_clust_5
24-16003886-16004705	unassigned
24-16008302-16009295	unassigned
24-16014884-16015282	unassigned
24-16026915-16027485	unassigned
24-16096442-16097117	unassigned
24-16097726-16098384	unassigned
24-16118487-16118804	unassigned
24-16159066-16159289	unassigned
24-16181448-16182015	unassigned
24-16194740-16195057	unassigned
24-16198409-16198878	sub_clust_2
24-16214662-16215180	unassigned
24-16274588-16274787	unassigned
24-16287261-16288055	unassigned
24-16288903-16289473	unassigned
24-16297792-16298380	unassigned
24-16317521-16317862	unassigned
24-16318319-16318906	unassigned
24-16332589-16333282	unassigned
24-16354453-16355260	unassigned
24-16361336-16361603	unassigned
24-16371046-16371846	sub_clust_1
24-16372674-16372873	unassigned
24-16399751-16400426	unassigned
24-16405598-16406002	unassigned
24-16417602-16418119	sub_clust_3
24-16434790-16435670	unassigned
24-16440721-16441335	unassigned
24-16451257-16451456	unassigned
24-16456788-16457203	unassigned
24-16482483-16482832	unassigned
24-16565047-16565278	unassigned
24-16571749-16572215	unassigned
24-16572636-16573029	unassigned
24-16592860-16593571	sub_clust_1
24-16605655-16605854	unassigned
24-16612549-16612879	unassigned
24-16626346-16627363	unassigned
24-16632986-16633631	unassigned
24-16645819-16646152	unassigned
24-16651868-16652218	unassigned
24-16668818-16669692	unassigned
24-16686706-16687021	sub_clust_2
24-16713106-16714240	unassigned
24-16747211-16747520	unassigned
24-16787763-16788307	unassigned
24-16824075-16824684	unassigned
24-16833490-16833955	unassigned
24-16846373-16846589	unassigned
24-16859734-16860324	unassigned
24-16940933-16941469	unassigned
24-16972139-16972488	sub_clust_5
24-16990514-16991017	unassigned
24-16991509-16991898	unassigned
24-17010834-17011186	unassigned
24-17025807-17026554	sub_clust_3
24-17051931-17052665	sub_cluster_4
24-17117642-17117841	unassigned
24-17167901-17168820	unassigned
24-17172191-17173234	unassigned
24-17195048-17195517	unassigned
24-17196846-17197923	unassigned
24-17199285-17200553	unassigned
24-17302505-17302855	unassigned
24-17351607-17352527	sub_clust_2
24-17422949-17423369	unassigned
24-17433459-17433714	sub_clust_2
24-17446595-17447031	unassigned
24-17480832-17481031	unassigned
24-17490376-17492832	unassigned
24-17554295-17554494	unassigned
24-17566772-17567271	unassigned
24-17568568-17568936	unassigned
24-17577335-17577829	unassigned
24-17588696-17589036	unassigned
24-17598343-17598605	unassigned
24-17600743-17601358	unassigned
24-17643496-17644092	unassigned
24-17657820-17658212	unassigned
24-17666494-17666693	unassigned
24-17669186-17669520	unassigned
24-17670588-17671358	unassigned
24-17724104-17724689	sub_clust_2
24-17738229-17738960	sub_clust_2
24-17750628-17750854	unassigned
24-17764073-17764491	sub_clust_3
24-17767340-17768612	unassigned
24-17788838-17789176	unassigned
24-17794748-17794975	unassigned
24-17829285-17829959	unassigned
24-17832012-17832219	unassigned
24-17870188-17870449	unassigned
24-17871644-17872015	unassigned
24-17875728-17875942	unassigned
24-17876660-17876943	unassigned
24-17890560-17890860	unassigned
24-17907192-17907573	unassigned
24-17911182-17912161	unassigned
24-17923758-17924342	unassigned
24-17950648-17951139	unassigned
24-17955307-17955779	unassigned
24-17958039-17958896	unassigned
24-17979480-17980108	unassigned
24-17980143-17981033	unassigned
24-17989301-17990520	unassigned
24-17999629-18000330	unassigned
24-18001724-18001923	unassigned
24-18024743-18025536	sub_clust_0
24-18044955-18045326	unassigned
24-18102568-18103343	unassigned
24-18118562-18119195	sub_clust_2
24-18122781-18123092	unassigned
24-18160764-18161563	unassigned
24-18169131-18169686	unassigned
24-18191600-18191995	unassigned
24-18194438-18194912	unassigned
24-18218630-18219138	unassigned
24-18223270-18223506	unassigned
24-18242120-18243111	unassigned
24-18256129-18257370	unassigned
24-18283254-18283965	unassigned
24-18309264-18309735	unassigned
24-18371790-18372911	unassigned
24-18395714-18395957	unassigned
24-18416120-18416454	unassigned
24-18461157-18461423	unassigned
24-18473508-18474193	unassigned
24-18481469-18482470	sub_clust_2
24-18504413-18505215	unassigned
24-18575427-18575756	unassigned
24-18659766-18660456	sub_clust_1
24-18695024-18695288	unassigned
24-18730623-18730880	unassigned
24-18732624-18732924	sub_clust_3
24-18760771-18761258	unassigned
24-18799880-18800543	sub_clust_2
24-18816815-18817102	sub_clust_0
24-18872658-18873578	unassigned
24-18899800-18900316	sub_clust_5
24-18914216-18915096	unassigned
24-18958407-18959308	sub_cluster_4
24-18969016-18969749	sub_clust_2
24-18971683-18972578	sub_clust_3
24-19029124-19029851	sub_clust_2
24-19038715-19038924	unassigned
24-19041591-19041838	unassigned
24-19044650-19045653	unassigned
24-19050032-19050726	sub_clust_2
24-19053617-19054484	unassigned
24-19054822-19055032	unassigned
24-19092451-19093014	unassigned
24-19100019-19100725	unassigned
24-19112866-19113065	unassigned
24-19136604-19136998	unassigned
24-19196054-19196468	unassigned
24-19196653-19197305	unassigned
24-19215242-19215504	unassigned
24-19225396-19225731	unassigned
24-19249571-19250090	unassigned
24-19268689-19268985	unassigned
24-19313814-19314422	unassigned
24-19317050-19317493	sub_clust_2
24-19353261-19353728	unassigned
24-19373715-19374535	unassigned
24-19392055-19392403	unassigned
24-19414630-19414850	unassigned
24-19418997-19419597	unassigned
24-19447500-19448155	unassigned
24-19448865-19449670	unassigned
24-19457342-19458059	unassigned
24-19557386-19558058	unassigned
24-19563742-19564637	sub_clust_1
24-19569576-19569784	unassigned
24-19584704-19585544	unassigned
24-19616791-19617391	unassigned
24-19627543-19627936	unassigned
24-19633034-19633433	unassigned
24-19640269-19640624	unassigned
24-19658409-19658826	unassigned
24-19664167-19664770	unassigned
24-19665430-19666063	unassigned
24-19699926-19700271	sub_clust_0
24-19729534-19730449	unassigned
24-19753871-19754076	unassigned
24-19853286-19853560	sub_clust_1
24-19929119-19929987	sub_clust_0
24-19953165-19953402	sub_clust_2
24-19981681-19981950	unassigned
24-19985561-19986745	unassigned
24-19987641-19987840	unassigned
24-19999396-19999655	unassigned
24-20037776-20038271	unassigned
24-20048182-20048584	sub_clust_1
24-20066384-20067122	unassigned
24-20080330-20081054	unassigned
24-20105159-20106381	sub_clust_3
24-20170922-20171243	unassigned
24-20179032-20179468	unassigned
24-20184037-20184236	sub_clust_2
24-20238678-20239681	unassigned
24-20250885-20251402	unassigned
24-20266271-20266521	unassigned
24-20274388-20275010	unassigned
24-20281420-20281760	unassigned
24-20335327-20335941	unassigned
24-20353679-20353923	unassigned
24-20377273-20377472	sub_clust_0
24-20384548-20385444	unassigned
24-20400172-20401000	unassigned
24-20405623-20406270	sub_clust_0
24-20443123-20443746	unassigned
24-20449549-20450241	unassigned
24-20504639-20505507	unassigned
24-20579465-20579766	unassigned
24-20580234-20580768	sub_cluster_4
24-20586369-20586611	unassigned
24-20649319-20649886	unassigned
24-20679646-20680027	unassigned
24-20680230-20680828	unassigned
24-20691650-20692678	sub_clust_5
24-20703977-20705281	sub_clust_2
24-20722529-20722831	unassigned
24-20723463-20723866	unassigned
24-20784411-20785560	unassigned
24-20810474-20811340	unassigned
24-20852873-20853103	unassigned
24-20890256-20891362	sub_clust_2
24-20931534-20932470	unassigned
24-20984435-20985375	sub_cluster_4
24-21038550-21038968	unassigned
24-21041280-21041667	unassigned
24-21059227-21059592	unassigned
24-21081023-21081222	unassigned
24-21099762-21100372	unassigned
24-21111036-21111721	sub_clust_0
24-21118106-21118520	unassigned
24-21124993-21125290	unassigned
24-21126057-21126438	unassigned
24-21126560-21126787	unassigned
24-21149688-21150257	sub_clust_3
24-21152112-21152775	unassigned
24-21229753-21229990	unassigned
24-21245581-21247453	unassigned
24-21302680-21304113	unassigned
24-21306312-21307538	unassigned
24-21312686-21315382	unassigned
24-21368071-21368769	sub_clust_5
24-21423733-21424465	unassigned
24-21429310-21430204	unassigned
24-21453777-21453976	unassigned
24-21474127-21474353	sub_clust_0
24-21484267-21485084	unassigned
24-21634284-21635352	unassigned
24-21763966-21764284	sub_clust_3
24-21778225-21779112	unassigned
24-21780746-21781872	unassigned
24-21795419-21796624	unassigned
24-21799693-21800566	unassigned
24-21805059-21805567	sub_clust_3
24-21876670-21877406	unassigned
24-21917663-21918499	unassigned
24-21930674-21931431	unassigned
24-21942563-21942827	unassigned
24-21981598-21982449	unassigned
24-22012483-22012948	sub_cluster_4
24-22030266-22030559	unassigned
24-22061254-22061618	unassigned
24-22115747-22115971	unassigned
24-22123559-22124752	sub_clust_2
24-22132843-22133217	unassigned
24-22156090-22156503	unassigned
24-22167656-22167857	unassigned
24-22173103-22173964	sub_clust_0
24-22176924-22177503	unassigned
24-22188378-22188646	unassigned
24-22205007-22205578	unassigned
24-22214056-22214783	sub_clust_0
24-22222350-22222549	unassigned
24-22226634-22226842	unassigned
24-22234765-22235129	unassigned
24-22239632-22240368	unassigned
24-22253871-22254585	unassigned
24-22261042-22261839	unassigned
24-22269920-22270365	unassigned
24-22291098-22291676	unassigned
24-22346248-22346506	unassigned
24-22351654-22351863	unassigned
24-22364860-22365188	sub_clust_0
24-22378309-22378644	unassigned
24-22391656-22392364	unassigned
24-22393574-22393773	unassigned
24-22462652-22463013	unassigned
24-22483121-22483598	unassigned
24-22484941-22485330	unassigned
24-22491587-22491800	unassigned
24-22525911-22526230	unassigned
24-22529187-22529605	sub_clust_2
24-22530325-22530524	unassigned
24-22573136-22573555	unassigned
24-22580994-22581630	unassigned
24-22581988-22582211	unassigned
24-22606053-22606367	unassigned
24-22660897-22661296	sub_clust_0
24-22677778-22678277	unassigned
24-22678693-22678931	unassigned
24-22682768-22683077	unassigned
24-22703905-22704193	unassigned
24-22738762-22739423	sub_clust_2
24-22823691-22824486	unassigned
24-22868009-22868328	unassigned
24-22874119-22874337	unassigned
24-22887448-22887752	sub_clust_2
24-22902961-22903319	unassigned
24-22914324-22915258	sub_clust_2
24-22922562-22922981	unassigned
24-22969442-22969653	unassigned
24-22972245-22972566	unassigned
24-23010447-23010727	unassigned
24-23014310-23014604	unassigned
24-23093378-23094342	unassigned
24-23106293-23106540	unassigned
24-23123225-23123774	unassigned
24-23126202-23127472	unassigned
24-23139936-23140741	sub_clust_2
24-23141869-23142068	unassigned
24-23156195-23157266	unassigned
24-23174589-23174847	unassigned
24-23176507-23176711	unassigned
24-23301928-23302311	unassigned
24-23307600-23309878	unassigned
24-23353167-23354609	unassigned
24-23355704-23356036	sub_clust_0
24-23406040-23406649	unassigned
24-23417516-23418420	unassigned
24-23486816-23487296	unassigned
24-23552490-23552730	unassigned
24-23599171-23599463	unassigned
24-23660898-23661300	unassigned
24-23704319-23704658	unassigned
24-23809841-23810262	unassigned
24-23817910-23819217	unassigned
24-23854742-23855537	unassigned
24-23875986-23877068	unassigned
24-23882143-23882961	sub_clust_1
24-23897080-23898576	unassigned
24-23901615-23902479	unassigned
24-23918780-23919918	sub_cluster_4
24-23956195-23956865	sub_clust_2
24-23983381-23983603	unassigned
24-24050949-24051311	sub_clust_3
24-24131886-24132187	unassigned
24-24133369-24134032	sub_clust_0
24-24142441-24143083	unassigned
24-24221077-24222249	unassigned
24-24223542-24224231	unassigned
24-24235672-24236377	unassigned
24-24239088-24239523	unassigned
24-24256368-24257213	unassigned
24-24299864-24300369	unassigned
24-24328904-24329196	unassigned
24-24349470-24349955	sub_clust_2
24-24413683-24414926	sub_clust_2
24-24451494-24452055	unassigned
24-24452681-24453920	unassigned
24-24468996-24469783	sub_clust_0
24-24489884-24490490	unassigned
24-24555110-24556333	unassigned
24-24561086-24561398	unassigned
24-24574012-24574483	unassigned
24-24583186-24584543	unassigned
24-24591885-24592559	sub_cluster_4
24-24614096-24614642	unassigned
24-24619357-24619806	unassigned
24-24629602-24630701	unassigned
24-24649844-24651036	unassigned
24-24655399-24655832	unassigned
24-24667663-24668770	unassigned
24-24682023-24682653	unassigned
24-24775391-24776077	unassigned
